n = 1000
885)	460	271
886)	905	196
887)	754	3
888)	779	2
889)	508	489
890)	308	249
891)	522	515
892)	546	670
893)	665	834
894)	480	510
895)	501	474
896)	421	201
897)	499	487
898)	972	624
899)	526	504
900)	742	302
901)	723	290
902)	99	943
903)	419	117
904)	51	748
905)	650	722
906)	371	584
907)	90	898
908)	862	761
909)	335	218
910)	128	315
911)	237	915
912)	373	19
913)	572	712
914)	524	502
915)	939	357
916)	337	43
917)	693	808
918)	523	542
919)	311	960
920)	249	266
921)	152	254
922)	245	757
923)	125	963
924)	389	725
925)	703	45
926)	633	43
927)	434	878
928)	325	406
929)	496	470
930)	494	481
931)	378	646
932)	525	512
933)	665	343
934)	311	585
935)	512	526
936)	936	714
937)	505	479
938)	483	513
939)	724	555
940)	484	465
941)	128	509
942)	206	860
943)	438	666
944)	365	207
945)	514	492
946)	927	203
947)	477	500
948)	512	492
949)	408	4
950)	371	799
951)	994	507
952)	493	522
953)	21	123
954)	905	858
955)	482	482
956)	499	510
957)	663	567
958)	484	497
959)	760	752
960)	56	468
961)	479	517
962)	473	492
963)	474	746
964)	499	501
965)	590	373
966)	939	313
967)	558	389
968)	772	750
969)	985	660
970)	522	478
971)	517	509
972)	517	494
973)	508	481
974)	922	875
975)	938	264
976)	725	450
977)	316	563
978)	492	507
979)	641	865
980)	583	196
981)	497	457
982)	505	502
983)	517	463
984)	496	492
985)	716	423
986)	834	277
987)	598	607
988)	643	314
989)	510	504
990)	513	504
991)	866	351
992)	76	37
993)	479	166
994)	511	352
995)	491	834
996)	157	231
997)	510	485
998)	31	157
999)	648	91
1000)	321	728
